,ERR2731369
PRICKLE2,8.96887314557784
TPCN1,42.58868278218531
WDR20,13.910802980956376
NCALD,21.463815423155147
EGFL8,0.06126716713251768
ZHX1,17.533928435541963
SLC2A14,0.1537491028670317
CLIC6,111.13480171159712
CNNM1,3.0072391779638172
SHH,0.0
LINC01475,0.0
CCDC126,7.011052460637172
HSD11B1L,35.49587645983727
PLAAT2,0.9202029639074242
C8B,0.0
ANO2,0.2995103587208605
NAA35,12.378170714563245
SNRPA1,94.14148668301951
TMEM233,1.2644086131095527
ZNF843,0.8828780386943306
COLEC10,0.06443778227191185
KLF8,3.80826435517851
GLCE,16.364659459388655
ALG2,58.404509855847245
DLGAP2,0.014714633978238842
EFNB1,29.74079399115211
PHC2,158.28019451835925
VIPAS39,26.45684250760038
OR52M1,0.0
QSOX1,108.76063819677478
SNORA12,5.3897602171720544
CLPS,0.0
OXSR1,48.88728489213112
CLSTN2,3.841641639195517
OLMALINC,7.102700205220664
ADGRB2,7.20267956294811
TRDN,0.0
C19orf54,25.07998156678641
DIO3,1.0769263992446545
SRP72,77.96616102512381
RAB11A,95.46221663472811
DNAH9,0.0890455306942315
CDC23,33.48945488276043
GAB2,18.882316833981026
DAP,192.6259544629992
OR4D2,0.0
ABCG1,16.38905728173095
COL4A2,698.5124224613329
HOXC5,3.0690640226814234
TLX1NB,0.0
LINC01514,0.0
LINC02681,0.0
GNPDA1,104.79719480049715
ACOT8,48.942198713818
AKT3,14.163060507320655
ADAM7,0.0
ADAM29,0.0
OR52E5,0.0
DHX58,28.525581573940716
ATP10B,0.11502537048842802
WAC,76.23074636422344
LATS1,11.500375879953525
NTRK2,12.843456390523093
UGT2B10,0.0
TRA2A,78.5795021286158
PTTG1,10.58564416753936
SGIP1,5.583909762974651
LMLN2,0.7247248201621183
GFER,40.727443907434164
GEM,516.4614896877085
GGT1,7.545664304040878
CUX2,0.06641335752419725
PSORS1C2,0.3912674019763851
INIP,20.446651837426327
CMTR2,7.563918103385397
PARP1,72.98125542935465
CCL22,2.6773268956744287
FSCN1,308.37211070123954
CCL18,17.221335949162366
KIF26B,0.40480107555064637
HERC6,14.726560058542109
FAM118A,13.19871595181247
ARGLU1,91.94805922676039
TRMT61B,10.004961617885003
PCDHGA12,7.335848244881287
SSNA1,119.48760759879117
OIP5,1.556751130688045
EXOC3,62.373000113223604
CTRC,0.06501146729501045
STXBP3,74.65197461361971
TMC6,2.844159181656391
PC,20.530395779921946
OXSM,16.38105904904749
CCDC174,17.245411830012344
PAK1IP1,18.988022616701684
ORMDL1,34.414479302122594
BRD1,25.876236807174614
VCPKMT,18.13127958102425
FAM217B,7.75415540706699
PTN,3.267659504487588
OLFM2,73.66534037999573
MLN,0.0
SMG7,37.50017444544822
KCNH1,0.4449531776338601
SFT2D3,0.0
LMNB2,35.95344579914169
TXNDC17,54.20125063465982
RTN4IP1,3.8863378936770383
INA,0.7659394710346015
PLCD4,0.8419321425918832
GSTK1,237.4483922103565
CCDC117,37.08070442691986
WDR86,26.655695024611823
BCAS3,14.025545621582937
SPINK5,0.0
ZNF705B,0.0
NFXL1,10.116025500358345
SARAF,294.4692007746083
RAB42,29.34033411076147
THEG5,0.0
PLB1,0.8888376498494267
CFAP57,3.5763534735360514
SLC26A6,33.72958682363765
TARBP2,66.23367529422113
ALPG,0.0
HNRNPK,643.7680015303341
TJP2,15.221152186346503
DCAF5,31.561992077916628
FUT11,21.79017109697936
ROPN1L,0.4267105167223871
BTBD7,6.785156405680853
PPP4R3A,41.94905297132055
ARRDC3,99.92989564413787
DOK2,2.8200104420537824
EFL1,25.951478063518735
TOMM70,80.3061126602009
TRIL,17.82099884394935
L2HGDH,3.101212318559869
CNTD2,0.6232652233513941
TADA2A,8.83836733860726
PORCN,47.40873336071638
ZNF500,13.254145918670703
POLA1,6.870323222508966
SNX6,98.37017862336015
UBA6,13.75210964731635
TLCD5,11.189488238720772
PALM2AKAP2,49.707024398212404
CEP83,6.253813704902554
LBHD1,7.862511794257214
KRT76,0.0
CCNO,2.3020670758090813
ZNF574,19.94226306169711
CHST15,21.60217886026787
ATP6V0A2,17.41440970260894
DUSP10,40.42910713669821
SIGLEC10,0.41998131562379654
LINC02620,0.0
LINC02627,0.0
LINC02624,0.0
HNRNPR,36.57575485350054
RGS8,0.07610352298578797
PLEKHO1,91.5448746661028
UBE2E3,157.46523771963743
PCSK9,6.518505812391334
LINC01435,0.0
DIS3L2,10.455689553853114
TAGLN,234.31413203287502
HESX1,1.4958365360433459
NOS3,2.897675586113448
RNF130,115.20612464205269
ZNF606,7.539158018803507
BTLA,0.03620760222668367
SLC22A6,0.0
FKTN,14.22270303722306
SAG,0.0
PSPN,3.64045207651095
PRKAR2A,25.384674738178184
BRPF1,16.152914982840542
CEP162,14.167104055602914
INSM1,0.07956763765245214
ITGA5,262.2961684605833
FMO4,17.152215645529306
CLCA1,0.0
STAC3,7.568599453901184
HDAC4,6.153549766664352
SPATA13,9.393031496279715
RPL13AP6,0.3466614534781414
HEAT2,0.0
TMTC3,16.07424524036045
GUCY2GP,0.0
PTPN12,95.52443354738524
MTFR1,22.045176103962564
DKKL1,0.4821510737406312
SMAP1,9.99547129157744
SACS,12.8660003410994
ZNF570,5.211131474754135
GLP1R,0.0
PFKFB3,50.65973878475028
E4F1,42.95136716257142
VTI1A,8.589399244561983
UOX,0.0
SLC4A3,21.716024175984494
POLR2J4,6.51886986795115
PMS2P2,0.17712827004790793
SNHG8,172.42879092190344
KLF17,0.0
ZNF384,55.67372081919081
CT45A10,0.0
ZBTB8A,7.213002545829665
TEX15,0.019604220067656216
SUGP2,57.97107339248783
TBC1D3I,0.0
ZFYVE1,28.07373643561378
SNORA87,2.039368730821859
BRDT,0.0
GNG2,24.70872442129255
BVES,7.905293018704871
ATG12,55.57267859774548
LGR5,0.09306060806628011
IGSF9B,0.406247131025132
PKDCC,128.91899338261888
HIRA,27.877244479637696
RAX2,0.0
ZNF251,25.220354446624945
OGFOD2,16.157593423000435
TMEM208,83.38000109633853
ISG15,171.55708464847658
AKAP12,65.6432117015955
MARS1,96.14854336647011
PLEKHS1,0.0
SFT2D1,92.92742828982162
SDR42E1,0.019605917990752328
MYRF,1.7520309094768682
ARHGAP32,7.176366874736703
AFAP1L2,4.53240676669712
CCDC7,0.8072912124124972
STRA6,0.38813666642999367
PIWIL2,3.0244906240192546
TMEM171,5.00415840099174
NOTO,0.09304148340370996
TRMT10B,12.27306844633155
RPS3,1175.746946136741
SRP68,79.35531851470067
RNASEH1,27.200538389416817
PHF19,33.32994206836709
TRIM23,15.704670205666234
RUNX1T1,4.834245985504441
LRRC75A,5.494755546078005
TNRC6A,38.54269338438418
SCLT1,4.681119177240458
DAPK1,15.773492123819132
CBSL,0.0
ACAP3,47.714937604118234
KCNK10,0.0
C1QTNF2,5.03677843972502
CACNG6,0.0
USP26,0.0
CACNG7,0.2895990564450657
B3GNT4,0.4265277869704504
S1PR5,1.91684214175232
MAP11,20.599220556041143
MRGBP,32.3329352485259
ERBB2,37.84499997496944
LINC02626,0.6580521195384487
BTBD8,2.320678553251445
CNPY3,35.40327218778372
ACAP2,29.40926119909912
KCNH4,0.02987987448801826
KCNH3,0.36602102967362465
SNORD158,0.0
PCCA,15.991343945730936
CTU1,9.103776547443488
EFCAB11,4.182354348660071
PCDHGB6,3.8020789128888146
PCDHGA7,1.1664258401535401
DOCK8,5.669048444756967
ERF,40.01569244071026
PLCG2,1.14935112870228
MYCBPAP,1.8711176299789452
NDUFA4,193.6102514179334
TRMU,43.32701247868414
HSD11B2,4.780779918082922
OPA1,24.326733338626674
LINC00867,0.0
NXPE3,10.380301510647664
SNORA19,0.0
MUC22,0.0
MNAT1,24.03095960826014
SFXN4,26.59205488186141
MTIF3,82.50007968784954
ZCCHC18,7.545664304040878
DEFB135,0.0
LSAMP,7.58941881502899
IL1RN,72.83964964016339
GPR107,52.58263249878623
ZSCAN26,24.35870144534342
CYP3A5,2.7149666251834303
SNAPIN,71.43993960859994
MED24,70.21983752453887
ODAPH,0.0
INPP5F,25.964479620808817
SCN5A,0.8149422602204177
OBSL1,50.164174710259374
TMEM212,0.0
PLXNC1,38.32608594392375
KIF1A,0.0242755956162173
COQ10A,26.980921230181924
MYH8,0.11243539525888725
CNTN1,18.67590597739714
CCNC,74.82836124989747
SYNE2,3.583411173667698
SMCP,0.0
MAP2K2,266.53654955098807
ELP5,41.801265320681004
ROGDI,24.444311702923923
TMEM204,33.16690559870427
GPR174,0.0
CCDC32,18.57615830574949
IMMP2L,7.739368638567016
CYB561D2,25.593791143621797
ZSCAN25,8.245737994389131
MRPL52,68.48384742202745
SH3YL1,12.132551526206806
MICAL2,33.19353080244056
PEAR1,44.62771365005658
HS6ST2,2.2452384418018925
RGMA,15.379658364902555
TTC25,2.9535685067075197
SLC23A2,31.694985135957168
PPP1R21,21.208991183980654
ADH1B,199.59353860330617
SLC45A4,4.112950725360341
RPL27,1877.6401403522586
ZNF567,7.156894714605516
VPS33A,21.748308515428462
SETX,26.29459375038995
DMBT1P1,0.0
TUG1,86.90408314685222
TSC1,22.471125204113363
FAM78A,3.4298474109276715
CT47A4,0.0
MRPL11,61.355710629973345
GET4,74.51794795952331
EMC9,9.665795646105462
SLFNL1,0.052522025318149965
DHPS,66.01443153212992
CAPS,32.033480536022594
SLC32A1,0.08877252122401032
PTPN6,9.136403879109057
PALMD,4.073494868505359
MED10,99.92351094724432
ZFAND2B,50.911878398585245
RNF213,19.88437200341465
SMIM10,23.354416153437377
NFAT5,20.835908788606506
STARD13,16.621250646991207
GADD45GIP1,71.72433311048466
OBSCN,3.75653936150534
BCL2L10,4.214333786831341
NUP107,31.03019938522819
MPPE1,13.80535073170386
EDRF1,11.123714120201253
FLNB,64.18524267436011
APOBEC3A_B,0.0
PDIA6,237.18467674653235
SLC16A7,2.95519711850926
UPF3A,35.24206025392929
AP3S1,232.47303995537703
SMPD1,207.58214148161042
ZKSCAN5,10.287597874840314
EHD3,16.7959450000827
ARNT,48.65501786449197
FANK1,6.79262430606512
SEPTIN1,6.623686028949067
GLDC,1.6937629246403125
PRSS38,0.0
LRRFIP2,58.46543269970674
NDUFC2,23.910845834299277
LINC00601,0.4845246770574193
NRXN3,2.386572321632971
SEC11A,391.42846538855997
C10orf90,0.7121750579094761
WDR76,6.937328702723238
SLC46A1,2.3187924039682
MAGED4B,0.0
PTPA,99.52664044944125
ZFP57,0.0
MDP1,0.9420003452547832
RNFT2,0.6248997353242963
EIF4G3,56.460718642866986
ZNF507,12.101813862429479
ERCC8,7.234960479756841
MPZL1,128.46425266521985
MYO1D,62.00488123183186
CCDC192,0.3662943836913048
TCF3,72.87907331139844
ERG,5.139416163368982
TRPT1,47.107113310537684
PLA1A,6.668352969420901
LINC01163,0.0
LINC02667,0.0
FAM76A,17.003880848144274
C10orf143,4.1748552501865515
RGL2,10.600506854420086
CTAGE7P,0.24005294710628455
GP6,0.009989846827944675
COPS4,73.2965445876122
ATF5,28.51357018116829
VWA2,0.25913156236281015
LINC01164,0.0
UBASH3A,0.0
MAGEB16,0.0
CT45A3,0.0
DCLK1,55.73953436103175
CLCNKB,0.385244944045654
KLHL26,6.662152977301914
VN1R4,0.0
VN1R2,0.0
SLC30A8,0.0
RIBC1,0.6806311982774758
GTDC1,5.799946072371015
STK32C,8.9033862843252
CTNNB1,353.2516768965301
C14orf93,13.8231128570682
TKT,230.87263544317568
MRPL23,66.95092769768412
TRIR,319.03663409646725
C1orf116,0.32920549590434656
FRS3,11.089419250878844
TP53TG3F,0.0
DNA2,5.2480225782429635
CTSA,303.0553888251439
FBXL15,16.24458212787801
HKDC1,0.0
TYMP,112.39260885825023
RBM42,90.85191259243614
LINC01166,0.23506742380189652
LINC01167,0.0
LINC01168,0.2516619556656213
TTC17,44.29476911821935
MBD3,48.65877042840027
PKIG,148.9482693349736
CDKL3,3.648292061565396
LRATD1,10.013979299735482
KRT34,0.0
CES5A,0.0
NLGN3,1.36333206998982
UBA5,33.86313536264945
TUBGCP2,47.52866639318178
MTHFSD,15.705751410515095
NAA60,49.92542272399649
AAK1,6.719304035928069
MYO16,0.26068884941477083
CWH43,0.0
SCART1,3.0689781815971586
SYCE1,0.1241743988596963
SPRNP1,0.10101290902330491
KCNE1,0.027802742461462335
BUB1,0.9813725250920214
AGPAT1,10.915650954328811
SLCO4A1,3.125505280576579
HMG20A,26.90709072867781
AMZ1,0.43207538338491336
CMTM2,1.189144804361743
GLI1,1.1409774653287617
LINC01001,1.4621663067137345
ZNF318,16.61240953660644
TSNAX,42.64317692522912
ITPA,64.61165993136217
S100A1,8.504058160189185
BTN2A1,45.894093305700224
PTPRT,6.3292168052271265
PPME1,119.49539556221318
IL36RN,0.08350052715648335
DEFB127,0.0
BACE1,49.96262259423505
KCNH7,0.0
LAS1L,38.82522336291486
LACRT,0.0
ZNF664,102.39669451552689
ARHGAP42,6.906745708760217
NAXE,119.90882384144169
NDUFAF7,7.174128602454533
PTDSS2,40.83696215512461
ESPN,0.0
TSPAN6,41.835263501435655
SPANXC,0.0
HOXC8,0.9365739723675066
ZBTB4,33.76456157012068
EMSY,10.966850729876407
UAP1L1,43.36109570954515
PDE1B,23.136426833362982
GGACT,6.316212283437593
FCHO2,18.653323767254072
GSTA3,0.0
GSTA2,0.0
MRPL49,83.79034807121178
TFIP11,23.081208630896715
DDX59,18.336187870866535
SIRT1,26.954855635643664
ANO1,3.8144298437319186
CRIP2,57.63104968952141
MAF,74.48882957532527
HPN,2.248391096512603
ZNF586,5.684178836964715
RER1,100.96188549478737
SNORA52,13.514622634103064
CRACR2B,1.6161832802298517
GPR22,0.03810941567697413
HNRNPH3,167.480769620387
KIAA1549L,3.5624685311398623
GTF3C4,14.682511645457804
GFY,0.0
NDUFS8,149.1215747467509
ZDHHC6,43.469189111757125
CDC14B,37.266530559124774
SLC18A3,0.0
RPS6KA1,5.600972216529199
FUCA1,27.46792813227345
FTL,10450.961641587546
C3orf86,0.19232789220155172
IL1RL2,4.765682718341607
AKR1B15,0.0
ZFP36L2,170.37509287637386
ATP5F1E,29.064393946728092
GAGE12F,0.0
BRSK2,0.2655006386300922
ZNF429,6.504703724059495
CMPK1,141.9400636652014
SYPL2,15.649662936817158
UBE2E2,10.55685387360427
SYNDIG1,0.051133934746154575
EGR1,2305.3002679857373
CLPX,36.35710311201209
NREP,104.26541803587776
LINC01150,0.0
ERGIC1,288.26673779031427
CD59,523.9007022978877
RTL1,0.16196274442253256
CCDC152,5.346555726453242
IGSF8,75.0999507011546
PICALM,171.30483817282192
SLIRP,163.25563661530822
GFRA2,2.5852706792045486
STK25,82.41157465886529
KIAA0319,0.3768644768943835
SNORD131,0.0
LINC01219,0.07827452597552778
TRMT2A,39.47335192137522
JAK2,16.42072025168111
OR4M2,0.0
BTNL8,0.0
ARMC12,7.084238789045572
TCTEX1D1,0.2001502467915352
USP14,63.034828412779135
RPS10,49.724462586094624
HTR3A,0.0
SOGA1,12.804716434144972
FOXP1,27.12597131539471
RNF103,29.62887416088265
ASB10,0.0
KCNQ1DN,0.0
GBAP1,7.028914097652216
SERTAD1,37.112496781036384
FAM167B,13.147144774728035
TTYH2,17.308400447355126
SNORA54,0.0
OPN4,0.0
RPS15A,708.8060694862548
AP2B1,143.91454339095165
GNB2,320.50934676058245
FBN3,0.0
FENDRR,0.0
SRSF6,163.862240404783
TUT4,22.822668862187893
KHDRBS1,131.71369147146711
TSSC2,39.54193751745186
OR7E12P,5.336263837845286
TRPC2,1.1197193526194213
TAAR2,0.0
AOAH,1.4153649339349832
TAPBPL,20.519207988830942
ZDHHC3,11.237367204221643
FER,7.863609149659546
DCLRE1C,4.290359372517686
FOLR3,5.329077144102564
TOM1,106.32662809416809
COMMD4,47.89990339318284
CLTA,408.87610579541894
ZNF346,9.454677601852849
DDX4,0.07614192032331865
LBR,41.66763061684964
PRICKLE3,13.287962296424187
COPZ1,196.8259571249183
SCAMP1,34.84173335245312
OR2K2,0.0
MYO15A,0.9678842960479157
TREM2,13.586801442677878
CNOT1,49.18692314901978
MYO9B,37.09935107742861
SNORD110,6.036531443232703
SNORD99,9.90368439905365
SNORD45C,7.255446446193152
FMO9P,0.0
MAFF,104.90859363424423
OR52E1,0.0
HBBP1,0.0
BGLT3,0.0
OLFM5P,1.0714583564257703
NKAPD1,31.006667243462854
NAIF1,10.492426084930297
TRIM34,0.04569437406564924
GLRB,11.339626194311588
GSG1L,0.0
ATP5F1A,233.5826964706772
PDE3B,1.252838001145307
AQP5,14.99759364778311
SHROOM2,0.2060584530362268
CNOT8,93.25031163280967
LMBR1L,58.87339601479803
CIZ1,112.87997513515045
GBA,21.834967159669727
ZNF219,26.232000192372674
TNFAIP2,67.7949659603929
MESTIT1,0.0
SNORD76,44.71504772764965
CENPN,8.509666640226994
MXI1,38.40572307755388
CRISP3,0.0
NEDD1,24.425271735623646
CSNK2B,43.731528263040694
KANK2,126.37843560018428
GVINP1,0.10367296959982887
PDE10A,0.06657155896989364
SORBS2,2.137806256129105
ART4,0.04027934681872355
BLM,0.9233726260383597
SETDB2,22.441064459284902
MTMR8,1.4041743723685092
ANKAR,0.6663969833731753
CXorf56,33.74867298775758
KIFBP,87.32726127481455
ATG10,8.478140518604716
C2orf15,0.701704677995122
TEKT4,0.0
PWWP3B,0.36773949961675195
WSB1,143.3863078360345
UBR2,19.435544528198974
BCAR3,16.28256379480096
PKN2,31.696902480597593
SOX5,2.6948801085860272
DMAC2L,5.433833698240991
BANP,19.830476344695402
OR5E1P,0.0
NOL9,14.158795174399927
CASC23,0.0
COPRS,201.4523436395988
CHD7,4.067051290114235
SFTA2,0.0
HORMAD1,1.6050388882019724
HPSE,4.105279277854542
KLHL5,25.205769913423122
ZIC4,6.259076381232065
SNORA3A,26.119607206295353
SNORA3B,33.69628715926652
FAM122B,26.7229360315663
HADHB,243.31527828485844
CYP4F12,9.282067173211319
IQCK,9.23162835589148
BTN3A3,33.078972807613546
TMEM9B,94.56707221774468
CST6,0.7647632740581971
CYP51A1,49.93557096545731
KRT8P41,0.0
IL20RA,4.704015610244761
PCYOX1,114.30854634029338
SS18L2,16.51354805805805
RSL24D1,180.6525506353884
BIN2,1.3779704850125378
SFXN3,97.2363373740336
SNORA23,0.0
PYROXD1,3.8522855413099566
PATL2,3.1542488962548956
TAF12,57.06634277786896
PASD1,0.0
MIEF2,6.869607675644151
SYT12,0.6256455327471079
STX2,42.297900834763304
CHPF,207.5995033214228
RNA18SN5,0.0
RNA28SN5,0.0
NTNG1,6.138673559764318
NBL1,3.20504672157002
AKT1S1,77.27412032294353
PGAP3,25.40373649027096
ZUP1,9.197044790949066
ENG,118.96644990740454
PRDM11,1.9972642414083848
NTN3,0.4138389929090061
NTF4,0.0
NRL,0.5407786171075643
RIOK3,61.91179791177033
DYTN,0.0
STAG2,48.39774698869615
SNORD97,11.956158228233784
CABIN1,26.298508625516547
PCDHGA11,3.217697993194551
G6PC2,0.0
ATP2B3,0.01721706184371968
MCF2L,53.606089473603795
LINC02547,0.0
DKC1,32.35643581182243
ZFP64,10.179648302247392
RAB5IF,20.603838777272806
PDCD4,71.77359164268195
G6PC3,77.33172619624635
KCTD15,11.7612738235356
ZNF266,24.372841416114674
TDRD12,0.15100276920330843
EIF4ENIF1,30.075878947710102
CCDC177,0.0
VMP1,192.53170093980967
TRIM29,3.129210455964172
HLF,1.5960734469424387
LRRTM4,0.0
SMYD1,0.0
SLC6A12,5.337038710156829
DPH2,20.335933242510766
RAP1B,18.059541667398946
CACNG5,0.04280823167950574
SERPINF2,4.247452827860963
ADAM8,2.2574478970358567
DDX19B,17.35119761284527
LDB1,116.3094209571443
KIAA0100,64.28985885669013
PPARD,33.3926071519551
DUSP4,6.378808999292289
TP53BP1,21.264799625948918
AIP,130.84055791825756
SLC16A1,19.380557491538
SLC25A25,32.75796926532422
ROPN1B,0.0
IL1F10,0.0
ZNF189,19.819653707430092
LINC02609,5.572182870676341
HDAC6,32.867578283154835
BTBD10,31.491915190889294
CGB2,0.0
LINC02548,0.0
LINC02545,0.0
LINC02683,0.49425748716424966
FLT1,3.9087759251605614
SBSN,83.87087301973493
TNFRSF17,0.3810941567697413
GRAMD2B,29.601308865694953
BRF1,18.8152174223258
EMC6,6.95916835465487
INSC,0.0
OR13G1,0.0
ADGRG6,0.9593324104404795
MCCD1,0.059780791141168924
ASGR1,2.03191093293654
DAAM1,15.385663031289024
ZNF557,4.7569922583654725
CNIH4,39.130955022847786
GABRB1,0.0
LGALSL,10.396335613507281
SNORD147,0.0
OR7E14P,0.19531486550580357
SNORD14A,17.223798954875917
SNORD14B,43.53267867715891
RAB3C,0.0
XRCC4,15.306919016768639
AHCYL1,97.80657263661682
ZNF729,0.0
PRUNE2,2.884506313790999
MUC17,0.0
RNF24,15.66859254391002
EOMES,0.19108322660767557
PARP8,7.3116152446230505
RAD23A,83.53684369547727
FST,270.3102489565014
ARMC2,1.9378913140393905
RGPD8,0.0
LINC02429,0.0
CRB2,0.0
ROPN1,0.0
EFCAB5,0.16254422866531332
SZRD1,115.73489335950055
ZFP91,53.69231352078949
BICD1,5.939986731356441
PCOLCE,745.7067454033009
PCNA,136.40446765489193
PDE6D,27.851196251596846
SAA3P,0.0
INO80C,29.228006446328184
ZNF543,3.3434041021969745
C2orf66,1.6054604902214635
PTPRE,3.1848911373078876
MACROD2,1.0033741317764897
AUNIP,0.4700372282417491
PLA2G2C,0.0
ZNF566,5.543666002495993
ZDHHC13,33.57417601181705
EEA1,22.156137996111493
CPSF2,12.5456795740102
ZC3H12B,2.3086238636949763
GNG7,3.563180377295716
CCDC97,44.06839623275167
GABRB3,1.7837608908394047
IGSF22,1.5848536461229383
ARHGAP31,8.81692267180021
ATAD1,36.33126215130976
ADAM15,87.05762737290132
SFRP1,89.42727822698984
REV3L,28.104549505656724
TP53I13,64.99667360708278
DEFB103A,0.0
TRAM1L1,7.832869519765618
H2BU1,0.37561382044451275
ADNP,43.20012001753443
C1QA,31.699248723730214
MAPK12,19.666258934153785
HPF1,64.5042602306784
SPARCL1,34.324806910896115
MORC3,28.191730554224748
OR52Z1,0.0
NXT2,17.447009065863476
FRS2,19.280320687510198
UVSSA,7.3916711549788205
MRPS14,33.140881442647135
METRNL,54.76691833578057
TAS2R13,0.11523616835737444
PXT1,0.3821971789311588
CHRNG,0.056465435051440846
ZNF236,6.088933171129697
SVIP,3.281750119717403
DMXL2,8.16699659393219
ANO3,0.07022488882308868
SLC12A8,15.552869952425649
GLG1,79.25115813583163
TRPC4AP,134.0367056657861
UBE3C,57.786416505629504
PWWP3A,31.523933170342705
LINC00678,0.0
HAAO,19.645161046348463
FBXO8,25.27930992207732
FZD4,10.572306152270624
RHOJ,12.41691594335841
RAB7B,10.716372515396877
LINC02546,0.0
LINC01616,0.0
PLA2R1,7.5004748029360915
CYP39A1,2.3155680147424955
TBX3,36.13039761688675
DCDC1,0.6394630766136338
ZNF385B,1.1299015395035394
EIF5A,580.4373769310437
SPSB3,80.90734275752372
ACSF3,14.07345242267282
PAUPAR,0.0
SNORA88,0.0
LTF,0.19380987082296772
SOCS6,16.770348071842562
ATP6V1F,388.2749309205286
SEC22B2P,0.0
SEC22B3P,0.0
RUFY1,23.79588333424495
MTRES1,20.305395453149053
ARL16,52.45453733938095
DAO,0.0
AKAP17A,25.966370045356467
CCDC40,5.77993725886201
LINC00294,17.02055291577148
RBFOX1,0.0
PPP2R1B,30.674117393381508
SLC39A5,0.05407786171075641
NFATC2,1.1029692661375305
CCDC74B,13.264432421140759
NRAP,0.0
RAD51B,6.136534223165775
POM121L2,0.0
TOMM7,483.26328739492766
DAZAP1,126.63564256737618
SND1,288.0176563384048
STEAP1,78.45881464620027
LGALS14,0.0
IFNK,0.0
TM9SF3,134.0035760748768
AKIRIN1,100.89488770443506
ARHGAP10,40.082014972840994
SEC14L3,0.0
PRDX5,606.3292229427267
DGKH,2.155223668978064
CD300LF,1.1467574930153308
THEMIS,0.0
RD3L,0.0
MARK1,6.219475821073962
EEF1E1,14.455174939711029
UQCR10,183.88203473231923
C12orf65,20.98601551432016
LCE3B,0.0
RBM24,5.19550160342835
IL4I1,11.235610802599517
NR4A3,4.465703719789682
SNORD164,0.0
CEP70,12.467721655074277
ERMARD,14.995237708767563
PAMR1,84.45999249409392
FSD2,0.1905179204539778
MYLPF,1.5753795923854081
PABPC4L,1.0781659652529139
DIAPH1,55.47784112965783
PRR5L,9.549377648859341
GJB6,0.0
TRIM5,53.50050891068718
LINC00520,1.531744324648221
HOTAIRM1,19.514649062174687
LINC01493,0.0
WDPCP,4.527398582424527
GCA,6.127687119388901
LINC01499,0.0
HNRNPKP3,0.0
BOLL,0.0
MYH15,0.3519532466902459
MEIOC,1.1539464933511536
SEC14L1P1,2.4643693683492756
TMCO5A,0.0
ACCSL,0.0
RAI2,77.97461635849682
NPDC1,93.92433669301053
PLEKHG5,16.879125076901094
PHF14,10.90442963490191
NPVF,0.0
MYCBP2,13.72302946320892
ATF7,11.14730109343067
SPAST,13.2660681654584
LINC02685,0.0
NELFE,23.002526823045027
NKD2,0.910848931237463
ARL5A,18.641976495830473
LINC02687,0.0
ZNF625,3.666179653023395
MT1M,32.9885826357566
LIAS,9.2317136056519
CSNK1G1,14.27931348897926
SCGB1D1,0.0
MTX1,25.947200558068978
GZMA,0.5052900203598801
SOX3,0.0
SOS1,29.03783534171057
VAT1,532.0406244462762
CREB3,138.00091935732516
ATP8A2,0.23243652235468354
SLC2A1,92.07640632756602
PSEN1,55.67090314048106
L3HYPDH,17.596509238631587
SOAT1,33.443208999122255
ARFGEF2,20.867342043341925
MCUB,47.3549649932969
DSTN,405.82745845566757
TRNT1,8.09263700263816
CD9,299.53831597475886
CEP170,16.160315150739056
AKR1A1,159.53349118764905
SPSB1,66.92676165323215
DCTN1,112.283263401367
PRR14,42.85541301076638
TCTN2,30.068407653404464
ZCCHC9,47.87473256273231
LEPROTL1,24.452223475830582
LARS2,17.376650070589847
ZNF418,2.9895806487251564
ECPAS,51.177529342845304
P4HA2,62.2681341263895
SH3TC1,5.599894507444837
CDT1,3.398947884703098
TSPAN14,16.534096867522432
SIL1,86.0480534823478
DUSP15,3.7097899695316654
MFAP2,266.66917544689613
TBCK,15.338923594393904
MPND,24.65888485599357
BUD13,18.5221088877522
DAAM2,24.475802273280863
DCLRE1B,10.715039557883795
ETV1,7.375832550534593
WFDC10B,0.7163605351937542
SPDYE13,0.0
SLC4A11,4.210656649395382
ZNF205,29.92471369387047
PABPC4,232.16966791634368
NR2C2AP,13.532984893116794
CLCC1,20.090623224381286
EPOR,13.143237147399276
EPHX1,137.62706251098697
CSNK1G3,29.31774525636931
LYPD8,0.0
TEX13A,0.0
ZNRF3,6.581465993833214
B3GLCT,17.91938555944196
ESPNL,0.3306739365293373
VIP,0.0
VAPA,75.30977673691316
RNASE4,68.65725322797633
OTOF,0.5518307667337841
GADD45A,236.16478182358713
CRABP2,185.18317812833652
CTDNEP1,208.63936199693921
PHYHIPL,0.33860065547096674
SPRR1A,0.0
STK3,25.98839168545994
SNX13,10.41940282517894
GRK4,5.140483807127848
SNORD67,1.0196843654109295
NCOA7,29.39229458341761
C11orf49,39.605797235664795
TANC1,12.277613568134385
EPHB1,0.9690493541148386
SGSM3,74.2047045363556
PYGO1,6.320099948875365
SYCP1,0.0
ZNF786,7.900726725327936
POC5,11.493395959797365
MEIS2,12.333325181636955
GSTO2,1.0542206690658296
ADAMTS18,0.0
WWP2,21.542809095710748
OR7G3,0.0
OR2W3,0.23954489854098027
OR13C9,0.0
OR4D5,0.0
ADIPOQ,1.9221483204284404
KLF11,21.158035690940014
RP9,29.543870820054227
NECTIN1,18.692356017296166
SNCA,0.6272214660789646
TIMM8A,6.175120059050736
IL6R,10.068548256420122
